pct_mouse_click	pct_scroll_move	pct_doubleclick	pct_input	screen_width	session_start	page_activity_duration	ack	pct_click	pct_mouse_move	browser_name	pct_scrandom	pct_scroll_move_duration	mouse_move_total_rel_distance	product_ean	screen_height	pct_rage_click	pct_wild_mouse	session_duration	wild_mouse_duration	session_id	pct_click_product_info	scroll_move_total_rel_distance	total_load_time	user_id
16.07851	45.73538	17.15640	1.14763	1024	2021-07-02 12:40:43	15.69253	1.00000	14.27159	9.93348	chrome	56.95763	3.87823	11.37524	7712662219098	1080	46.52508	40.65849	167.32608	14.95768	959559	50.24143	14.77549	2.78487	1620
15.75030	48.39623	14.70951	0.03837	1920	2022-11-29 10:03:23	15.47542	1.00000	12.45635	14.76779	opera	64.59331	15.06276	13.74150	2191371667874	768	53.77672	45.06878	151.53566	11.55651	160533	70.34516	14.61151	4.57368	1909
15.07023	42.70411	12.70900	0.01159	800	2020-06-28 07:13:20	8.89720	0.00000	14.34489	16.44510	mobile	65.07980	15.45933	12.44021	7276383769015	higher	41.56679	54.87962	238.64259	10.35974	914202	56.40582	16.14137	3.23502	1686
14.55508	63.23033	15.14081	0.11388	1024	2022-09-10 00:23:17	15.52113	1.00000	11.64375	14.91072	chrome	54.07877	15.60620	13.59870	0353871803844	lower	46.90980	44.19098	132.48398	12.64594	183413	41.36572	12.09093	4.14450	1772
15.36468	80.82330	11.19693	0.01293	800	2021-03-24 05:50:50	10.66698	0.00000	11.31138	16.59790	edge	53.07352	19.56962	15.05947	9993647755888	higher	52.92364	44.98779	74.88515	10.46315	994991	26.41341	13.29882	2.13897	1034
15.69554	48.85312	15.49579	0.13439	1024	2021-06-27 01:06:15	11.04318	0.00000	12.06471	15.26360	edge	28.94148	12.23639	13.20447	6217568146215	768	55.62971	57.86823	174.41504	12.81120	663050	50.36481	12.76980	0.16201	2214
15.16658	30.51277	17.09954	0.96712	1280	2019-12-15 10:17:57	15.16974	1.00000	13.96133	15.27409	safari	74.20470	9.87804	13.17928	2634234905626	768	39.52413	39.59606	70.66049	14.78656	586042	33.88735	13.93949	5.06708	61
11.77195	80.92423	15.88424	0.58434	1366	2023-02-23 17:30:05	14.55988	1.00000	15.28045	11.34403	chrome	59.63432	9.31825	12.39677	1720665239025	1080	48.10486	44.56269	188.72630	14.28270	673232	72.96618	15.64233	3.40044	1387
14.94894	38.14315	14.79717	0.48186	lower	2022-11-29 23:28:21	10.58727	0.00000	13.17866	15.39699	edge	45.44340	11.20251	13.55815	2086943242521	600	55.81289	61.88019	131.39730	14.08949	1467738	57.86773	13.84142	4.96628	1142
13.93301	40.41030	12.10063	0.03719	1366	2019-09-01 02:40:17	11.86340	0.00000	12.21757	16.50884	opera	47.36660	18.87794	13.45562	5664738944910	768	64.41851	61.40191	130.32759	11.52396	1250397	56.20532	11.79008	2.79073	1802
10.74143	69.54279	13.85839	5.03246	1366	2018-12-17 02:18:36	15.46638	1.00000	15.81450	11.85224	chrome	24.35508	10.06097	13.11919	3105656603906	higher	54.34936	50.78979	49.91415	16.43601	1015232	37.88909	12.86360	0.51263	445
13.03772	61.75107	13.86221	0.08895	1280	2022-05-16 08:37:42	16.63406	1.00000	13.60155	17.60477	chrome	75.56067	19.49109	13.31361	9180771785311	1024	53.68524	47.91664	208.15896	12.39768	203895	63.41176	12.38228	6.75583	2365
14.09460	71.93850	13.88531	0.05953	1366	2022-12-03 01:40:51	15.50993	1.00000	11.61616	15.49719	mobile	42.04659	18.11043	12.60803	0223884071854	1080	45.65553	59.21754	186.27595	11.99330	645638	52.75161	14.41772	3.44418	2332
16.43946	62.08206	9.16686	0.07334	1920	2019-08-18 13:23:52	11.57668	0.00000	10.54996	14.33317	edge	61.54857	17.31133	14.80660	8557221232984	800	44.74292	73.53407	197.46529	12.20431	1164572	63.19357	14.34202	12.88358	2064
15.37246	43.55226	9.51286	0.04850	1024	2020-08-23 07:13:51	11.52799	0.00000	11.81777	12.41087	chrome	57.72326	15.58264	12.42886	7737165222413	lower	31.20492	43.86637	217.00834	11.78864	86661	59.30227	14.19450	1.75446	406
14.62918	43.34469	12.70524	0.09276	lower	2019-04-15 18:26:41	16.77220	1.00000	12.03064	14.87946	edge	45.43631	17.67277	13.74963	3247340615083	800	52.81009	32.01031	274.45010	12.44290	666452	39.69642	14.47174	0.69865	935
16.76881	49.02424	10.20447	0.04326	1920	2021-09-15 11:27:31	8.48371	0.00000	15.75533	16.39270	mobile	56.61083	13.08658	14.04673	7535407977288	1024	16.47903	44.01357	39.14675	11.67504	1028053	23.66707	12.80550	6.74621	976
14.65936	60.05174	16.14753	0.04114	1280	2022-07-01 01:48:46	14.59634	1.00000	12.02755	15.66733	opera	58.15022	15.75708	13.47376	0840757063602	higher	29.33898	59.61081	51.98417	11.62405	292877	42.98004	13.40500	3.07444	2017
14.82749	63.59570	10.21548	0.00866	higher	2019-06-28 09:23:07	11.17437	0.00000	11.82444	16.36199	chrome	46.18652	20.67907	11.77213	0259371757086	1024	70.45588	46.26617	187.20147	10.10596	350865	24.56374	11.79143	1.50360	1289
15.55962	47.79337	14.32447	0.09649	1920	2021-10-20 08:17:28	15.52512	1.00000	13.12099	15.01429	edge	30.25623	14.33167	14.09843	9737093379232	1024	43.39608	47.56899	229.10257	12.47897	1100357	32.14161	14.40577	2.60858	1960
13.52444	41.76207	16.00243	0.04995	800	2019-03-09 05:38:10	10.87269	0.00000	12.40252	17.11496	edge	64.58901	16.13851	11.58717	2161195391156	600	54.37562	57.28410	61.95057	11.82367	515161	47.38065	13.40818	7.25628	1880
16.43006	44.89992	11.76943	0.22089	1024	2022-10-11 07:55:34	12.67699	0.00000	11.82365	13.65513	mobile	51.82107	13.18346	12.93818	0357112246025	800	49.97068	72.52362	131.37641	13.31024	867894	32.76623	13.00783	3.16753	245
10.27753	40.97926	14.85859	1.22269	1024	2023-02-28 23:51:58	15.46153	1.00000	18.10898	11.88972	chrome	58.54337	9.26280	13.27366	2754429614499	1080	55.67008	38.17998	160.93229	15.02125	519548	53.25745	14.10922	1.79777	805
16.26911	52.71337	11.72899	0.02419	1280	2020-08-28 17:25:26	8.32982	0.00000	13.36978	17.43689	safari	48.23556	15.86460	12.64728	0342493016787	800	49.26147	48.18847	125.00837	11.08550	110127	32.07834	12.34287	3.44103	2127
14.66337	45.35694	15.81939	0.02691	lower	2018-12-16 05:54:59	14.73430	1.00000	11.81377	16.31349	chrome	36.02146	17.22698	13.20132	6100215626102	1080	58.63996	59.14002	192.72071	11.20087	136302	45.78371	12.11521	3.62566	799
12.83865	44.34121	12.30059	0.01509	800	2019-05-18 19:31:59	13.36175	0.00000	11.82704	12.91529	mobile	60.86241	18.23203	13.81162	7819985146565	600	71.21470	52.46277	157.22740	10.60939	1076098	43.58021	13.54994	4.35163	1111
15.87189	60.15405	14.71568	0.01609	1280	2022-07-23 08:06:44	15.10908	1.00000	10.13796	14.33495	chrome	42.12377	17.15469	12.73505	0423699666447	800	47.48344	51.04503	92.69019	10.66017	955696	32.81894	13.13987	2.33104	1639
9.63358	37.76431	13.04961	0.29572	1920	2022-11-29 13:01:55	16.58389	1.00000	16.94441	9.90330	safari	62.60591	12.10140	11.74974	3517728652772	600	49.14919	63.60276	130.78476	13.60234	113123	46.87992	12.97982	0.85493	813
16.78208	66.19269	14.03677	0.03452	800	2023-06-20 06:35:26	16.96360	1.00000	14.65923	16.35283	safari	45.78502	15.00912	13.00693	5159176254832	1080	81.11925	62.57695	167.38666	11.45020	1144194	39.56057	12.75182	10.77811	164
10.32824	55.81004	13.39461	1.88830	higher	2018-10-30 07:30:56	15.81273	1.00000	16.65392	9.95028	chrome	76.74553	9.40500	13.02930	5562311907669	600	42.49955	34.19302	116.66840	15.45568	520966	55.28348	13.23689	1.14261	843
15.46261	41.67775	15.78540	0.00700	800	2018-09-30 15:19:57	10.96646	0.00000	8.76868	15.72361	safari	54.75187	18.21574	14.68719	1490225579655	768	53.16469	40.17269	161.63153	9.80646	1218385	48.39380	12.45991	3.45137	864
14.39960	28.83885	14.52133	0.02099	1024	2022-04-04 20:59:23	11.53864	0.00000	10.97451	14.79285	chrome	66.82391	16.56805	16.17217	4431334361844	800	23.53996	55.02845	71.49657	10.94169	1343419	35.84590	15.66342	3.39791	1566
14.97888	73.33060	16.76607	0.22604	1024	2022-06-08 13:54:54	15.05411	1.00000	13.42813	15.94423	chrome	51.49004	12.68879	13.26631	2581867484984	1080	32.85870	43.98409	213.57641	13.33217	486314	52.15519	13.79963	3.04797	1065
17.20182	63.27773	14.59166	0.02340	1366	2022-01-03 08:02:28	11.37468	0.00000	9.05647	13.90256	firefox	46.64281	14.56342	13.50707	9132382090926	800	31.25421	48.99712	215.37345	11.05473	321897	38.19491	14.53647	6.52757	992
17.09622	45.97063	12.39297	0.00476	1280	2023-09-12 05:27:18	16.64580	1.00000	11.62760	14.15799	chrome	49.62263	18.17614	15.20173	4523015612823	800	46.04414	33.06078	155.99654	9.42096	952629	50.03552	13.31053	1.09552	624
12.73486	40.26646	10.53413	0.01285	1366	2019-06-18 03:43:57	13.32306	0.00000	9.33761	12.82689	chrome	27.60832	21.68837	13.66176	6186599996598	600	28.09093	47.00885	163.14428	10.45764	1449152	61.43362	13.22263	5.02167	775
13.82417	63.34916	13.25256	0.03326	lower	2019-09-04 12:24:47	15.40714	0.00000	11.26978	15.98148	safari	59.62000	20.05719	14.27460	7052899216225	768	50.39238	27.02863	107.63484	11.40979	407840	61.53725	13.39095	6.24030	2440
14.90795	52.80201	15.10446	0.03334	800	2021-05-13 22:24:21	12.31719	0.00000	11.99986	16.28730	safari	52.68397	16.10922	13.58571	1303731800185	600	22.37218	65.88962	159.38902	11.41445	475374	59.74267	11.74249	5.60020	607
14.40032	79.30104	10.99109	0.01581	1024	2023-07-13 20:35:31	10.53572	0.00000	12.77076	15.52173	chrome	60.57190	18.14692	12.34534	3464041428990	800	38.96340	47.23386	156.25253	10.66219	329658	38.26597	13.41825	6.33518	167
15.17398	39.24482	11.24435	0.02503	1366	2022-12-22 21:33:12	11.81365	0.00000	11.86332	16.51437	chrome	41.88151	19.03207	14.23389	3600334365676	lower	27.08006	50.88886	141.71288	11.12457	20774	37.53952	11.66673	1.29553	1891
14.71437	58.87467	12.18862	0.04024	lower	2022-04-23 14:40:18	9.44069	0.00000	12.68766	14.10888	opera	23.24906	14.39319	15.89286	9276573541436	600	39.05215	34.30350	131.16172	11.60550	358570	52.60775	13.83697	2.05375	1570
11.30235	47.28585	11.72867	0.00113	1920	2022-11-16 09:28:58	13.52821	0.00000	9.10834	15.93433	other	35.89896	27.62498	14.01235	5547257799905	800	55.36350	62.42144	186.56963	8.00005	385087	56.28065	13.29889	5.22747	19
14.47168	45.86545	16.14029	0.03651	1920	2018-11-28 23:14:29	11.35093	0.00000	11.92934	15.52932	firefox	37.94387	14.62203	14.26059	0246979901102	1080	53.11464	48.73738	119.08476	11.49838	1464442	49.20547	13.54324	2.76262	1781
15.28286	64.75165	13.43138	0.07896	1920	2021-08-31 07:14:19	11.49188	0.00000	11.65752	12.80387	firefox	51.50851	12.85367	14.91692	6466740013658	1024	53.33375	42.75195	123.28508	12.27937	1450084	57.75249	14.84249	6.32202	2047
11.84879	57.50317	16.15236	0.72851	1920	2019-12-14 20:25:18	9.34739	0.00000	14.94199	16.29380	edge	49.19216	11.48065		7806410140861	1080	60.44703	51.40640	256.38602	14.50310	1399021	27.53760	13.43179	2.02014	1922
16.81926	70.50830	12.23502	0.02127	800	2018-10-31 15:18:05	16.37205	1.00000	13.03701	14.55856	chrome	43.96794	16.16082	13.80357	3177555974432	768	67.54875	35.96542	98.36125	10.96120	535485	38.30167	15.11256	0.96303	2041
18.56640	74.19299	12.28906	0.17583	1024	2019-09-22 11:29:07	17.14278	1.00000	14.22237	13.16579	opera	56.81665	10.58084	12.95971	0643941908525	1080	64.07726	59.73948	216.25186	13.08251	390261	44.37411	12.62734	0.55188	2383
15.76775	67.09117	16.37119	0.00089	800	2020-10-08 08:58:51	15.00492	0.00000	9.62360	18.88768	edge	48.22766	23.76539	13.01240	6008107401878	600	35.26786	39.40143	180.83967	7.40416	223406	30.18662	14.63098	0.93659	1746
13.80619	39.08739	16.81510	1.23586	1024	2020-01-11 00:12:41	14.03390	0.00000	17.32574	11.75096	edge	51.07960	4.56866	14.78019	7209998138808	1024	55.61437	49.61665	174.95900	15.03174	156684	65.26027	14.81173	5.10271	410
15.47167	33.79114	13.10930	0.02634	1280	2021-02-13 08:17:25	9.85053	0.00000	11.63869	15.44150	edge	37.65291	15.73324	14.07562	5469277838443	768	53.62502	44.70187	207.62594	11.17042	1342482	48.20748	13.32454	4.39152	990
15.04156	31.91304	16.22405	0.04199	800	2019-11-27 07:51:06	12.86343	0.00000	12.81326	18.04521	opera	48.00693	16.14939	12.84309	2974753762660	800	54.98243	59.58264	80.86019	11.64896	1083320	34.47660	11.97721	4.56821	1505
11.89116	61.14591	15.65923	0.00524	1024	2018-10-24 15:34:33	14.06254	1.00000	8.57745	16.76222	chrome	62.05893	24.20369	13.92891	6195471654600	lower	53.68518	45.12079	143.99246	9.55735	1162788	34.99150	14.07791	9.45652	588
12.46061	59.25338	15.32700	0.87037	lower	2019-08-23 12:22:09	15.76300	1.00000	14.12957	11.89059	mobile	19.64327	10.67991	14.89013	1460896753340	lower	42.25303	53.39394	241.04447	14.68114	1454583	48.69717	13.51362	1.47243	1298
15.44819	38.65601	16.68385	0.04351	1366	2018-11-30 19:04:23	14.07882	1.00000	10.03627	14.09160	mobile	65.03903	14.55757	14.29788	0331272975377	1080	56.20406	48.22548	141.85406	11.68603	281878	51.68748	13.24792	8.07723	435
14.75683	47.93728	10.85012	0.07357	800	2020-05-03 02:16:47	14.05657	0.00000	9.99273	13.42818	edge	50.47354	18.29182	12.72279	1983581180554	1024	43.55175	43.03551	58.33375	12.20769	1363835	59.68449	13.61251	3.38913	467
14.61948	38.55332	13.42105	0.11370	1366	2022-07-10 16:05:06	15.85675	1.00000	12.78999	15.07101	other	49.58201	16.13512	11.93635	4919872322805	768	39.00668	67.50999	140.14412	12.64628	1188322	73.45666	13.62050	0.70103	1712
14.57160	48.10407	14.90295	0.03908	lower	2019-08-26 02:47:40	15.56097	1.00000	12.63857	16.26267	chrome	53.32556	17.24071	14.56472	4114451362832	800	38.12758	43.88153	145.51928	11.57288	85974	38.87013	15.32464	0.53098	2285
15.56320	40.33852	9.86945	0.05845	1024	2019-05-06 18:15:16	14.11156	0.00000	7.45889	15.94992	edge	12.58363	22.92498	12.59370	4037949733337	1080	51.15786	36.81439	119.02212	11.98048	51102	40.54939	11.20519	1.48205	2032
15.64258	42.04205	11.57882	0.07309	1024	2021-05-03 03:34:44	11.23443	0.00000	10.34887	14.60982	edge	38.86094	16.57257	13.01530	3302783737300	lower	37.07294	51.28589	116.37931	12.20145	545505	64.09860	13.32522	0.39044	568
11.49891	68.42333	14.15753	10.52823	lower	2020-02-03 06:38:11	13.55885	1.00000	14.64849	11.46950	chrome	60.79941	8.24624	14.12158	1954250297347	higher	57.49020	55.32140	174.50962	17.17421	3119	61.82138	13.59046	2.94011	2173
15.08839	59.53280	14.67149	0.17027	1920	2022-12-24 22:13:20	10.64292	0.00000	12.00381	14.06450	edge	20.58927	11.92021	12.69768	1596748367967	768	55.20841	38.58891	243.17034	13.04843	304368	42.29161	13.13489	1.88815	485
10.98420	33.06480	14.16114	4.95640	1024	2019-04-06 07:09:52	14.32109	1.00000	13.75678	11.84654	edge	61.45830	10.83544	15.16431	6081934871373	800	53.26037	54.06366	131.70128	16.42078	442888	25.74015	11.77223	3.12767	189
17.24355	53.33729	14.73200	0.20873	1280	2023-03-08 02:40:10	15.99516	1.00000	13.17011	12.96023	firefox	25.61016	10.03864	12.65894	9986033786887	800	50.25712	63.33303	161.35044	13.25233	775347	51.15260	15.25830	1.40886	2003
14.61766	48.75322	16.48237	0.27331	1280	2022-12-18 00:43:03	14.78914	1.00000	12.19429	14.99314	edge	49.02959	13.05593	14.93343	1386757826537	800	43.53543	65.12886	178.08071	13.52372	1125081	45.30490	11.54316	4.70105	1655
12.65722	69.48812	13.12371	0.00661	1920	2020-03-10 03:38:37	10.39706	0.00000	12.51149	15.51426	safari	42.08569	19.22521	14.31857	8083549939279	1080	41.50737	56.14061	143.01956	9.72915	1147375	42.62447	12.32728	5.91724	1684
11.00649	62.11115	14.17059	2.00661	800	2023-07-08 03:38:34	15.87470	1.00000	15.03203	11.59055	mobile	60.72743	11.05239	13.15312	3735624584618	768	40.39639	38.57447	159.74122	15.51655	1230030	58.36299	12.92352	6.14062	316
13.00207	53.55779	15.79229	0.00477	1920	2019-12-22 05:55:45	13.39489	1.00000	7.16026	14.78201	mobile	47.92288	22.26324	13.51613	4903618209857	600	58.70034	33.29143	157.72642	9.44281	1273585	70.76466	12.56128	7.47131	612
13.97761	42.45083	10.30251	0.05589	1920	2022-12-17 11:21:13	13.01899	0.00000	12.01467	14.56118	safari	54.89169	18.59761	12.02446	1192662645930	higher	55.35934	58.91092	245.66343	11.93251	1070434	39.13272	13.37913	0.61967	463
15.15533	40.63815	14.45198	0.10269	lower	2019-12-27 23:16:56	15.85612	1.00000	13.86339	15.32055	opera	29.29326	14.35655	12.79148	8818051291337	1080	22.65033	47.26824	120.76960	12.54439	767394	38.05852	13.77346	2.48036	1372
13.36194	58.23431	11.27410	0.00929	1024	2020-09-08 08:49:58	12.97314	0.00000	11.23960	15.80490	edge	48.96970	21.97816	12.74971	8758114647735	768	23.76420	59.10116	76.65167	10.09820	1306671	55.96031	12.21598	2.30557	97
13.48520	38.19113	15.55305	0.01104	800	2022-10-04 11:35:50	12.89927	0.00000	12.61300	16.11553	edge	59.69124	17.73281	13.54216	3092551167766	1024	44.83578	46.04541	75.78802	10.28941	650098	43.01986	12.43198	5.54874	399
15.55494	57.20627	12.25653	0.09976	1024	2018-12-04 04:35:15	12.41674	0.00000	12.55794	14.27997	chrome	41.73508	14.24995	12.45021	4773396587979	800	55.96783	47.14010	187.13274	12.51297	1216943	34.11512	14.45586	4.85851	243
13.52181	62.89192	15.15576	0.02624	1366	2019-07-04 06:00:14	9.97230	0.00000	10.59209	15.50558	safari	47.19664	16.97873	11.41229	0975945610488	768	26.79714	44.77712	220.12682	11.18242	132930	59.09695	12.75154	4.28992	2379
18.39398	37.28365	10.82931	1.07952	lower	2018-09-30 23:56:37	12.31658	0.00000	14.02511	13.31919	edge	52.53522	8.29654	14.38330	4369514878038	1080	24.09542	79.28376	115.40939	14.89682	1390890	49.71201	13.27252	3.37078	311
15.80251	62.17405	15.29053	2.06978	1024	2023-05-10 23:47:28	16.26768	1.00000	14.81418	14.80650	chrome	55.75667	9.21211	13.41118	3458084077437	1024	45.07818	74.53765	198.98742	15.54757	786318	58.27116	13.75240	11.93922	1722
12.68392	42.53663	16.04981	0.73826	1920	2021-10-24 21:08:49	15.02015	1.00000	16.89600	10.06719	other	50.44856	5.84092	14.41233	8506227205966	1080	62.32020	50.35702	188.43094	14.51626	565933	13.92250	13.23347	11.85132	209
13.22272	47.58404	15.26472	0.07683	higher	2023-01-27 09:47:41	10.57478	0.00000	12.57205	15.84288	chrome	23.91741	15.08904	12.22742	0138149825472	1080	42.21343	43.66298	249.14322	12.25126	437456	55.69663	13.68571	2.48923	20
14.31934	43.71806	12.11649	0.08020	higher	2020-09-21 06:35:10	12.62885	0.00000	12.37667	14.35790	edge	40.57647	15.98364	12.34964	1276772791838	768	41.13956	45.81486	233.71879	12.29677	374700	70.63524	12.02685	5.50136	519
11.20649	63.59190	15.14107	3.21194	1920	2018-11-08 11:42:08	13.45177	1.00000	18.23543	9.27420	edge	37.58672	3.91693	13.52044	3292946796568	1024	52.04413	75.33568	146.79687	15.98701	689467	55.50331	15.80054	0.72064	752
14.73348	47.90402	14.90719	0.34497	1280	2020-03-13 10:09:19	15.92256	1.00000	14.68992	16.49005	firefox	55.55451	13.68068	13.02425	1835446736362	600	24.57419	75.01683	133.90145	13.75576	1180034	46.76306	12.96468	1.14036	741
12.79474	68.27834	15.35512	0.40944	1920	2020-07-01 19:36:16	10.03261	0.00000	14.19750	15.69500	mobile	34.48963	12.10242	12.15314	4696105255481	1080	43.79536	49.29792	234.25039	13.92689	167040	55.48498	15.37193	3.79318	1676
16.16728	44.24228	15.91534	0.00632	1024	2022-10-24 01:22:30	12.96451	0.00000	10.34092	15.46634	edge	38.71160	16.84307	12.81395	7773925406907	1080	51.64653	34.55148	133.72723	9.77061	943263	38.07068	13.82597	1.82056	1175
13.04570	20.93496	16.80684	4.60225	800	2019-09-22 15:44:21	13.81203	1.00000	15.13312	11.21396	opera	37.68632	5.21073	12.87954	3205147772996	1024	48.98626	64.25807	130.73764	16.34667	1393945	50.56287	11.91835	9.32797	2222
9.55853	41.32602	13.19762	1.37720	1280	2019-02-16 05:06:41	16.45795	1.00000	15.26279	13.42814	chrome	48.68937	15.17808	12.30323	1283239813149	600	56.78664	75.83684	237.50714	15.14001	985195	70.40157	14.76019	6.96511	234
14.68727	55.96048	16.31701	0.00914	1024	2020-08-10 00:37:08	12.34611	0.00000	11.11912	17.18696	chrome	30.71129	18.25869	14.36790	6166078613604	1024	35.94988	50.19646	127.57222	10.10409	539803	37.90446	13.06958	1.45797	870
15.56934	26.64032	14.95186	0.13381	lower	2019-11-01 00:59:48	11.25063	0.00000	12.20978	13.78943	safari	40.43877	11.35288	15.48620	2971450615336	768	28.16479	32.01975	92.32025	12.80524	519300	40.90545	13.88756	6.09542	207
14.11519	50.60795	16.62825	0.62371	800	2020-02-05 13:00:59	17.11812	1.00000	14.73018	13.94743	opera	63.26403	10.55677	15.08092	4094899042582	1024	64.51978	56.17486	212.60837	14.34831	936026	59.85130	12.26819	4.88629	169
13.57434	39.05382	16.99051	0.16735	1280	2018-11-19 00:13:36	15.02070	1.00000	16.52424	11.05044	edge	39.43898	6.99684	14.52660	7650138534286	800	45.39330	59.40135	206.09887	13.03272	746476	38.48994	13.33113	5.96946	1663
16.63559	50.13630	10.01491	0.53465	1366	2021-10-10 00:41:46	13.25799	0.00000	10.75948	12.84857	firefox	54.68213	13.78990	13.00487	6941819068307	1080	56.12572	58.58024	170.02033	14.19368	754688	42.63283	12.42144	1.68738	2036
17.35423	61.64882	14.16955	0.11624	1366	2023-06-14 08:49:04	11.63160	0.00000	11.09828	12.42760	chrome	57.18597	10.25496	13.78767	8537146424817	1080	47.80733	64.93850	210.62484	12.66563	64801	40.25405	13.02090	7.63844	2032
17.17511	66.85161	15.65224	0.00665	higher	2020-06-25 08:31:55	14.42342	0.00000	10.88830	16.74110	mobile	46.10161	17.47331	13.45969	2708064639959	1080	24.35903	49.46554	116.78152	9.77200	86971	51.35660	13.24019	9.22140	987
14.95536	66.06160	17.67009	0.43665	1920	2020-10-27 22:57:37	15.91782	1.00000	16.37737	10.99971	chrome	51.45019	4.79989	12.94905	9343773586410	1080	75.84554	43.16986	59.10792	13.99149	979255	53.01360	14.35521	1.53316	1374
14.97015	41.67335	13.97669	0.00890	higher	2023-07-04 11:52:30	11.89391	0.00000	9.86203	13.75630	edge	57.88343	17.39632	13.22389	3568890986288	1080	13.18045	24.46048	246.93034	10.05958	479769	55.29403	13.22572	7.64727	1581
14.01788	48.53349	15.40034	0.10571	higher	2022-06-02 15:10:30	10.68251	0.00000	12.19682	16.13888	edge	51.89433	14.59852	15.95094	3961727647121	1024	49.86941	35.25087	46.48729	12.56825	939353	50.77817	11.96049	5.07190	397
15.65177	62.72776	11.25541	0.00391	1024	2020-08-01 09:55:23	16.13295	1.00000	10.75753	14.50448	firefox	43.33972	21.27578	13.39410	5687118980292	1080	36.60462	60.45252	153.63232	9.25221	16902	59.27489	12.49410	0.89083	1609
15.30965	46.59763	16.29819	0.01455	1920	2023-05-30 03:12:58	14.28259	1.00000	10.53620	14.54530	opera	61.16634	16.11699	13.66316	6085530047651	1080	62.21046	29.93073	108.06755	10.57817	1415889	65.14698	11.81819	1.95977	1750
16.30053	59.02749	9.59180	0.01809	800	2022-08-17 04:23:21	10.63481	0.00000	12.04502	16.10985	chrome	41.68845	18.47177	13.99766	7968773565665	1024	77.04209	68.81165	81.75541	10.81915	616825	55.03129	13.65616	1.66541	929
15.24372	54.63352	15.74483	0.02177	1024	2021-12-23 06:12:32	11.99973	0.00000	11.21427	15.98105	chrome	27.64124	15.97207	12.12123	5285771111598	lower	35.70703	49.34764	177.93271	10.99695	341589	92.03020	13.63400	4.43403	1014
13.30752	55.22477	16.08518	0.01106	1920	2021-06-23 01:52:13	11.54832	0.00000	11.28276	18.14836	chrome	46.18022	19.87817	13.35668	4837011284800	1024	45.67982	32.91093	325.80115	10.32010	1048773	65.27534	14.13191	1.07806	1531
16.86300	53.40555	15.40596	0.00156	lower	2022-11-16 03:23:55	13.83146	0.00000	8.40904	16.80083	firefox	42.18253	21.18973	13.00466	1887780026319	1024	39.48880	55.06261	217.12089	8.29097	767083	49.07825	12.81922	5.43197	1187
15.02503	50.63595	12.43752	0.00871	1920	2022-07-26 06:11:33	11.90944	0.00000	12.45416	15.57783	safari	36.75669	18.03470	13.12386	6939710575666	lower	47.74283	46.84572	161.64870	10.04117	1168307	60.66455	11.40878	1.67080	1535
10.31525	73.44487	13.25938	0.42646	1366	2019-02-11 14:06:41	16.23400	1.00000	14.01573	10.26635	edge	52.00790	13.57768	13.44499	2842302973723	768	60.09592	55.78920	61.17054	13.96779	414212	47.29261	13.36128	6.95983	1586
16.05041	50.09078	13.41181	0.02187	800	2019-05-09 13:36:55	12.32103	0.00000	10.57634	12.87610	opera	36.53962	14.70958	12.63329	1409798364650	768	50.62779	45.04396	138.11849	10.99920	319700	62.87987	13.71712	1.74271	424
17.18896	43.89567	9.95662	0.00733	lower	2019-10-27 04:56:57	17.68196	1.00000	12.98210	14.58653	firefox	46.12045	19.10439	12.38360	4031559213302	768	40.35973	46.35962	213.74572	9.90822	1294684	27.60211	12.30363	6.29136	628
16.40546	60.95451	11.98070	0.08080	1920	2020-04-21 17:23:12	6.87971	0.00000	13.80501	14.93553	edge	44.97526	11.10794	13.79372	0190456407970	1024	29.10937	40.64064	185.06895	12.30010	700508	45.05255	13.42977	1.98359	804
13.30249	53.95096	15.97089	0.01026	1024	2021-09-25 18:52:38	12.14563	0.00000	12.03342	16.69398	edge	41.05054	18.35899	13.40282	8345181042015	1080	41.66387	44.58020	126.42530	10.21418	1080325	74.84005	13.52439	1.88504	1264
14.90010	58.84884	15.35707	0.00829	1366	2022-05-24 03:54:29	14.52640	1.00000		15.40212	chrome	80.10111	18.74629	13.94646	1963378384907	768	30.97076	65.41469	158.08357	9.99957	918286	63.75237	14.25394	4.86076	484
14.57290	44.55825	15.70366	0.00238	lower	2019-09-25 05:59:49	13.31370	0.00000	10.38135	17.58694	edge	44.98884	21.44503	11.89703	6310869217056	768	51.49929	35.59148	126.89852	8.79515	787351	48.82811	14.35622	9.22773	1891
11.94193	35.90148	15.48675	1.23425	lower	2021-11-06 13:26:35	14.80664	1.00000	15.16618	11.18183	edge	50.29264	8.78372	11.74580	1747331759625	768	52.19271	55.88748	43.06528	15.03047	1304922	39.18092	13.19846	4.58733	474
14.92270	56.55936	11.21422	0.08469	higher	2020-02-24 16:41:55	12.78442	0.00000	9.24900	13.92614	chrome	59.00204	18.27729	12.67094	4317456228312	1024	72.04504	40.92729	173.42503	12.34587	1074302	50.05359	12.58584	7.81254	92
11.08719	59.18438	15.19340	0.65662	1920	2022-09-10 12:58:48	14.76713	1.00000	13.86375	10.81905	chrome	51.87022	11.08743	13.84845	7703410290308	768	58.74262	54.01547	44.81018	14.39942	663660	60.77492	13.37105	7.64475	2271
