product_ean	location	store_name	code
3890695951452	Asia/Kolkata	Sirsi	IN
5590795256744	Asia/Novokuznetsk	Yashkino	RU
4856059804207	America/Chicago	Fairview Heights	US
0534102363379	Asia/Manila	Calauan	PH
1747519498933	Asia/Tokyo	Minokamo	JP
4429800193587	Asia/Vladivostok	Nikolayevsk-on-Amure	RU
8973327795787	Europe/Istanbul	Sungurlu	TR
4062720696150	Europe/Berlin	Memmingen	DE
5756991822644	America/Los_Angeles	Watsonville	US
9404896955382	Asia/Kolkata	Barbil	IN
8003131904867	America/New_York	Morningside Heights	US
9158323106235	Africa/Tripoli	Ajdabiya	LY
2780352922479	Asia/Shanghai	Liaoyang	CN
1060068601693	Europe/Rome	Lanciano	IT
3586666555353	Europe/Sarajevo	Bijeljina	BA
2321647872248	America/New_York	Gates-North Gates	US
9576953041687	Asia/Damascus	Binnish	SY
8818957248718	America/New_York	Scarsdale	US
7684133532299	Asia/Tokyo	Hita	JP
4233864081465	Asia/Shanghai	Danjiangkou	CN
7838507859523	Asia/Kolkata	Pandua	IN
0741360081550	Asia/Shanghai	Boli	CN
2370747317548	America/Mexico_City	Salvatierra	MX
3898980695517	Africa/Mogadishu	Kismayo	SO
6765287127201	Asia/Baghdad	Karbala	IQ
8833621891274	Europe/Moscow	Likhobory	RU
8061817788880	Asia/Kolkata	Periyakulam	IN
2080302941490	Europe/Paris	Sceaux	FR
0276005656843	Asia/Kolkata	Kalavoor	IN
4449500829029	Europe/Berlin	Landshut	DE
0507870656097	Europe/Istanbul	Sungurlu	TR
4170731470390	Africa/Casablanca	Oulmes	MA
6307967764186	Europe/London	Rutherglen	GB
1753333103595	Europe/Belgrade	Glogovac	XK
0153807163673	America/Sao_Paulo	Resplendor	BR
4991635005903	America/Maceio	Barra dos Coqueiros	BR
6851633858032	Asia/Karachi	Sillanwali	PK
4369543451189	Asia/Kuala_Lumpur	Kampung Ayer Molek	MY
8118407469930	America/New_York	Martinsburg	US
6601587613450	Asia/Tokyo	Nayoro	JP
9335800890485	Europe/Paris	Quimper	FR
8740716559455	Europe/Istanbul	Mardin	TR
0466853886572	Europe/Moscow	Roslavl’	RU
9631904362614	Europe/Berlin	Memmingen	DE
9973442477567	Europe/Moscow	Gudermes	RU
6808182407723	Europe/Brussels	Gembloux	BE
1137636950931	Indian/Antananarivo	Sakaraha	MG
3734160020062	America/Mexico_City	Teziutlan	MX
1527696246295	Asia/Makassar	Majene	ID
0041481600952	Europe/Berlin	Karben	DE
2123954465850	Africa/Kampala	Kitgum	UG
1970401297394	Asia/Tokyo	Shimotoda	JP
0765893268684	Europe/Berlin	Walsrode	DE
1010664142366	Asia/Yekaterinburg	Izluchinsk	RU
3024269442286	America/Vancouver	Vernon	CA
6100862227417	Pacific/Auckland	Gisborne	NZ
9775118610397	Asia/Shanghai	Longgang	CN
1668775690469	Europe/London	Strood	GB
5197277684592	Europe/Madrid	Reus	ES
0504870853617	Asia/Seoul	T’aebaek	KR
8594231397623	America/New_York	Pottstown	US
1636420749893	Europe/Madrid	Ferrol	ES
6277825653412	Europe/Moscow	Nizhniy Lomov	RU
8272062528781	Asia/Karachi	Mianwali	PK
2280473814535	America/New_York	Brighton Beach	US
6487224623545	Europe/Paris	Rueil-Malmaison	FR
2968161627284	Europe/Berlin	Barmbek-Nord	DE
3950136852677	Asia/Karachi	Khairpur Mir’s	PK
1786755103102	Europe/Rome	Cordenons	IT
7946767918376	Asia/Krasnoyarsk	Lesosibirsk	RU
7681585672658	America/Chicago	Pleasant Prairie	US
6292785944356	America/Managua	Jinotepe	NI
8206197299056	Europe/Brussels	Rixensart	BE
8123588473522	Europe/London	East Dereham	GB
7486989451164	Asia/Shanghai	Huangshi	CN
0110359444216	America/New_York	Lakewood	US
9839131525134	America/Toronto	Markham	CA
7161509737224	Europe/Rome	Montecchio Maggiore-Alte Ceccato	IT
2226594857976	Asia/Almaty	Otegen Batyra	KZ
8564007557155	Europe/Kiev	Zvenihorodka	UA
6500715811778	Europe/Minsk	Vitebsk	BY
9093805100700	America/Maceio	Barra dos Coqueiros	BR
2427596698646	Asia/Kolkata	Chamba	IN
5710858846952	America/Chicago	Grand Forks	US
7976142453154	America/Costa_Rica	San Rafael	CR
2998079960647	America/New_York	Bon Air	US
9804235686500	America/Tegucigalpa	Olanchito	HN
6828134073868	Africa/Accra	Mampong	GH
2466637842419	America/Phoenix	Scottsdale	US
8373717754477	America/Chicago	Brenham	US
4448297842853	Asia/Kolkata	Patti	IN
4070807131869	America/New_York	Norwalk	US
9256919631922	America/Argentina/Buenos_Aires	Pontevedra	AR
7534929933239	Asia/Tokyo	Toba	JP
3919021559336	America/Toronto	Beaconsfield	CA
6424818441352	Asia/Kuala_Lumpur	Ulu Tiram	MY
0767391606647	Europe/London	Strood	GB
7569236319346	Asia/Kuala_Lumpur	Kulai	MY
4673282794057	Asia/Shanghai	Heyuan	CN
5000589856925	Asia/Kolkata	Hungund	IN
5754596064971	Asia/Bangkok	Tak Bai	TH
2393920151210	Europe/Lisbon	Custoias	PT
1816553182921	Asia/Shanghai	Wacheng	CN
3743593770758	Europe/Moscow	Bogoroditsk	RU
2594861576555	America/New_York	Massapequa	US
3383019696356	Europe/London	Poulton-le-Fylde	GB
2688149148975	Europe/Paris	Bobigny	FR
9919443347683	Africa/Lagos	Lagos	NG
5986444348340	Asia/Makassar	Majene	ID
2809595612166	Asia/Shanghai	Dongdu	CN
6816564787592	Africa/Lagos	Lagos	NG
4081432059213	Australia/Brisbane	Carindale	AU
4239631932022	America/Chicago	Odessa	US
6054134291609	Africa/Djibouti	'Ali Sabieh	DJ
6925817835307	Europe/London	High Wycombe	GB
4934603312481	Europe/Paris	Fontenay-aux-Roses	FR
2177719174303	Europe/Berlin	Schleswig	DE
1723496787413	Europe/London	Walton-on-the-Naze	GB
7058916600428	America/Chicago	Schererville	US
4442232790681	Europe/Rome	Catania	IT
4628477611077	Europe/Rome	Sassari	IT
4228263041882	Europe/Moscow	Tyoply Stan	RU
7433644919903	Asia/Kolkata	Robertsonpet	IN
2472219255270	Asia/Dili	Maliana	TL
3835730881677	America/Havana	Media Luna	CU
8249728621087	Europe/Paris	Talence	FR
5774378604126	Europe/Berlin	Landshut	DE
2892646604722	Asia/Jerusalem	Ganei Tikva	IL
4002397817212	Australia/Melbourne	Carnegie	AU
9970397027380	Africa/Bamako	Kati	ML
2304896750789	Asia/Ho_Chi_Minh	Sa Dec	VN
7397268296706	America/Bahia	Canavieiras	BR
2892281774262	America/New_York	Malden	US
8483016044893	Europe/Rome	Campobasso	IT
6974766818640	Europe/Berlin	Finnentrop	DE
6474035657814	Europe/Moscow	Kireyevsk	RU
4258477012620	Asia/Shanghai	Shuangcheng	CN
0818986942029	Australia/Sydney	Baulkham Hills	AU
0084397681707	Asia/Kuala_Lumpur	Batu Feringgi	MY
8897452820469	Europe/Istanbul	Aksaray	TR
5056731769766	Europe/Rome	Afragola	IT
0485547725669	Africa/Djibouti	'Ali Sabieh	DJ
6465290697349	Europe/London	Brierley Hill	GB
8153854460628	Africa/Banjul	Farafenni	GM
7343562669432	America/Chicago	Fresno	US
8308968836641	Asia/Baghdad	Karbala	IQ
8141190312749	Asia/Bangkok	Tak Bai	TH
5015684075935	America/Bogota	Madrid	CO
6777575795023	Asia/Kolkata	Lal Bahadur Nagar	IN
3703610243405	Europe/Berlin	Hechingen	DE
8566187043725	Europe/London	Cowes	GB
4239440670016	America/Toronto	Sainte-Catherine	CA
9213423765161	Europe/Berlin	Rudolstadt	DE
8188060564310	America/Fortaleza	Guaraciaba do Norte	BR
9201763535155	Asia/Kolkata	Kheda	IN
1051616265474	Asia/Tokyo	Toyokawa	JP
7938448212156	Asia/Kolkata	Madhipura	IN
2763943167237	Asia/Kolkata	Sambalpur	IN
0393450610326	America/New_York	Morningside Heights	US
1390067731641	Europe/Rome	Malnate	IT
2161265664913	America/Merida	Progreso	MX
8772921661456	Asia/Shanghai	Danjiangkou	CN
0340811621323	Africa/Cairo	Juhaynah	EG
6764906231732	Europe/Dublin	Athlone	IE
5182574687742	Europe/Bratislava	Hlohovec	SK
3113964704390	America/New_York	East Haven	US
2979371741325	Europe/London	Viewpark	GB
5812922935682	America/Los_Angeles	Porterville	US
5720558648039	Asia/Bangkok	Thap Than	TH
5583031414640	Africa/Lubumbashi	Kamina	CD
2906768819633	Europe/Berlin	Wittenau	DE
4861659211249	America/Chicago	Murray	US
0349840356640	Europe/Rome	Falconara Marittima	IT
7448026615311	Europe/London	Kingston upon Hull	GB
7050162721018	Asia/Manila	Guyong	PH
4771798647758	America/Sao_Paulo	Resplendor	BR
1437486230857	Asia/Bangkok	Yasothon	TH
5607962603758	America/Chicago	Vestavia Hills	US
4330764456925	Africa/Algiers	Messaad	DZ
0956247444834	Europe/Berlin	Siegburg	DE
8442902822809	America/Mazatlan	Acaponeta	MX
6581108396669	America/New_York	Malden	US
4569031862996	Asia/Manila	Calauan	PH
8819679021238	America/Mexico_City	Acayucan	MX
9890224377689	America/New_York	Newburgh	US
7550476943989	Europe/Warsaw	Zgorzelec	PL
5183661191050	Africa/Kinshasa	Kasangulu	CD
1322460702553	America/Chicago	Bourbonnais	US
5336739523011	Europe/Belgrade	Negotin	RS
1667841854309	Europe/Rome	Campobasso	IT
9427134508355	Europe/Sofia	Smolyan	BG
4801784777630	America/Halifax	Charlottetown	CA
8403348916873	America/Chicago	Crystal Lake	US
1832083704105	America/Chicago	New City	US
4375981661028	Africa/Algiers	Thenia	DZ
7129499654112	Europe/Sofia	Aytos	BG
0848907675378	Africa/Algiers	Cheraga	DZ
0737214269755	Europe/Berlin	Aschaffenburg	DE
9968697224158	Asia/Kolkata	Srinagar	IN
2117068416402	Asia/Manila	Calauan	PH
2286204713559	Asia/Yangon	Dawei	MM
2667438823465	Asia/Yekaterinburg	Ishim	RU
2933786521408	America/Port-au-Prince	Croix-des-Bouquets	HT
3064308484631	America/Port-au-Prince	Croix-des-Bouquets	HT
5987593398729	Africa/Kampala	Kitgum	UG
4250668827495	America/Chicago	Bourbonnais	US
1836601854501	America/Chicago	Tyler	US
1613293911053	Asia/Dhaka	Kushtia	BD
4687486407118	America/Mexico_City	Acayucan	MX
3017482548439	Europe/Paris	Talence	FR
4935564204518	Africa/Mogadishu	Kismayo	SO
1234920322341	Asia/Krasnoyarsk	Lesosibirsk	RU
4798204746928	America/Costa_Rica	Liberia	CR
5574037387960	Europe/Istanbul	Sungurlu	TR
9232881454257	Pacific/Auckland	Gisborne	NZ
1781221604404	Asia/Tashkent	Andijon	UZ
1374942690438	America/Argentina/Tucuman	Aguilares	AR
7284563758339	America/Chicago	Crystal Lake	US
7199498970629	America/Toronto	Dorval	CA
9067188085817	Europe/Rome	Tortona	IT
8885798424748	Africa/Nairobi	Lodwar	KE
6614291696329	America/Bahia	Canavieiras	BR
7306419399890	Europe/London	Lymington	GB
5177796432096	Asia/Tokyo	Toyokawa	JP
6621901856400	Europe/Berlin	Pfullingen	DE
0490160686310	Europe/Minsk	Vitebsk	BY
4815873047030	Europe/London	Clacton-on-Sea	GB
1413055778807	America/Maceio	Lagarto	BR
8120354782956	Asia/Kolkata	Pujali	IN
8847292849830	Africa/Lubumbashi	Yangambi	CD
3408680235175	Europe/Paris	Niort	FR
0698843917793	Australia/Sydney	Strathfield	AU
7363745216352	America/Chicago	Grand Forks	US
7459286018026	America/New_York	Taunton	US
9146400555700	Europe/Minsk	Novogrudok	BY
8754400402200	Asia/Almaty	Otegen Batyra	KZ
3674537957501	Pacific/Auckland	Gisborne	NZ
8478963309522	Europe/Brussels	Temse	BE
0799125498198	Asia/Shanghai	Xiangtan	CN
9930030685162	America/Mexico_City	Teziutlan	MX
7502866684149	America/Martinique	Le Robert	MQ
7592526768227	America/Los_Angeles	Beaumont	US
9101299244258	America/New_York	Sun City Center	US
9737136948685	Europe/Volgograd	Mikhaylovka	RU
5145808011508	Africa/Lubumbashi	Beni	CD
6115558069752	America/Sao_Paulo	Guapimirim	BR
2032331222385	Europe/Amsterdam	Hoogezand	NL
0701211810203	Europe/Moscow	Valday	RU
0143957668517	Europe/Helsinki	Kallio	FI
1486004098301	Europe/Berlin	Stade	DE
7245076220522	America/Lima	Yunguyo	PE
7776159643612	America/Chicago	Pekin	US
6736482910332	Europe/Saratov	Privolzhskiy	RU
9914193794701	America/Caracas	Ciudad Guayana	VE
2263540751186	Asia/Bangkok	Tak Bai	TH
1717409728617	Europe/Moscow	Kolomyagi	RU
2094577463038	Europe/Moscow	Kashira	RU
5644861219581	Europe/Moscow	Alatyr’	RU
4265790255788	Europe/London	Clacton-on-Sea	GB
6811026751425	Europe/Madrid	Leioa	ES
3904890176203	Asia/Karachi	Sillanwali	PK
6665885408156	Asia/Shanghai	Heyuan	CN
1692932860525	Europe/Brussels	Houthalen	BE
0604120067686	Atlantic/Azores	Ponta Delgada	PT
2560128242051	Asia/Kolkata	Sirsi	IN
4247074328814	Europe/Berlin	Gronau	DE
2985389268686	Asia/Karachi	Jhol	PK
4247491459238	Asia/Kolkata	Udumalaippettai	IN
7874393180310	Asia/Kolkata	Moga	IN
5469323306605	America/Cuiaba	Nova Xavantina	BR
7843171572029	Europe/London	Surbiton	GB
9118590676473	Europe/Amsterdam	Zeist	NL
4726252088752	America/New_York	Newburgh	US
1008618767390	America/Costa_Rica	San Rafael	CR
5512419768877	America/Edmonton	Sherwood Park	CA
9183882398470	Asia/Shanghai	Hengshui	CN
1090359138225	Europe/Berlin	Stuttgart	DE
9078700037825	Europe/London	Westbury	GB
0547428798428	America/Mexico_City	Contla	MX
4817162164916	America/New_York	Venice	US
2508708405489	Asia/Manila	Recodo	PH
6445269313913	Asia/Karachi	Mianwali	PK
3703577212711	Asia/Krasnoyarsk	Sharypovo	RU
4299018445163	Europe/Warsaw	Strzelce Opolskie	PL
4196713600036	Europe/Warsaw	Reda	PL
5159027913277	Africa/Johannesburg	Standerton	ZA
2970129036533	Asia/Jakarta	Besuki	ID
0523604644482	Asia/Kolkata	Jais	IN
5633401024754	America/New_York	Scotch Plains	US
9972464406135	America/New_York	Gates-North Gates	US
3856425966523	Europe/Paris	Sceaux	FR
0354088810342	America/Caracas	Barinas	VE
9257046419711	Europe/Berlin	Gronau	DE
5160635869153	America/New_York	Fitchburg	US
8697041350694	Europe/Paris	Elbeuf	FR
3093950582617	America/New_York	Malden	US
1903914862766	Asia/Shanghai	Guli	CN
0225697945834	America/Los_Angeles	Encinitas	US
5167554408029	Europe/Berlin	Weimar	DE
8713604040458	Europe/Paris	Le Chesnay	FR
2246284926904	America/Toronto	Dorval	CA
0792994988999	Asia/Kolkata	Kheda	IN
5238770011550	Asia/Kuala_Lumpur	Kulai	MY
7131081427073	Asia/Kolkata	Davangere	IN
9906599021956	Asia/Tokyo	Okegawa	JP
5208524546010	Europe/Zurich	Adliswil	CH
1114696899080	Asia/Karachi	Qadirpur Ran	PK
8473945340043	America/Toronto	Sainte-Catherine	CA
5045880866310	America/Puerto_Rico	Aguadilla	PR
3647110251969	Europe/Berlin	Aschaffenburg	DE
9817961880074	Africa/Lagos	Igbara-Odo	NG
4787564485332	Australia/Brisbane	Carindale	AU
2633821813023	Africa/Kigali	Rwamagana	RW
2687129481316	Europe/Rome	Francavilla Fontana	IT
3086163108118	Europe/Warsaw	Strzelce Opolskie	PL
6288074227187	Europe/London	Lower Earley	GB
7846067354723	America/Costa_Rica	San Rafael	CR
9027508175031	Europe/Rome	San Giuliano Milanese	IT
8697537044168	Europe/Madrid	Villaquilambre	ES
5966311051634	Europe/Istanbul	Edremit	TR
8796703140755	Europe/Rome	Mesagne	IT
8844911615609	Europe/Berlin	Ehingen	DE
7506930879080	Pacific/Honolulu	Kahului	US
5484334293171	Asia/Manila	Tupi	PH
0661043322100	Asia/Shanghai	Danjiangkou	CN
2504382882059	Europe/Saratov	Privolzhskiy	RU
6682315754140	Europe/Paris	Herblay	FR
0192381726140	America/Havana	Jaruco	CU
9029195389432	Europe/Moscow	Stupino	RU
5217562541673	America/Martinique	Le Robert	MQ
8983641832464	Europe/Paris	Fontenay-aux-Roses	FR
4440963480383	Africa/Algiers	Boumerdas	DZ
9774182750183	Asia/Kolkata	Madhipura	IN
8684196648707	Asia/Shanghai	Zaozhuang	CN
9566620679305	America/Matamoros	Heroica Matamoros	MX
8958075979047	Asia/Manila	Manaoag	PH
5269685390119	America/Chicago	Shreveport	US
1702637351379	America/Mexico_City	Salvatierra	MX
5950992621279	America/New_York	Dublin	US
7825318935188	America/Chicago	Tyler	US
4188081242642	Asia/Shanghai	Zhoushan	CN
2033560972713	Europe/Zurich	Adliswil	CH
5665842428037	Africa/Mogadishu	Baki	SO
8885407418601	Europe/Skopje	Bogovinje	MK
4271172242185	Asia/Kolkata	Dalsingh Sarai	IN
9140976414935	America/Santiago	San Bernardo	CL
8360436740560	Europe/Rome	Ragusa	IT
7013006816981	Europe/Andorra	les Escaldes	AD
5366276353109	Asia/Tehran	Aleshtar	IR
1023637112174	America/Chicago	Brentwood Estates	US
2825464488595	Africa/Freetown	Freetown	SL
8688631905448	Asia/Karachi	Fazilpur	PK
4583705728494	America/Recife	Recife	BR
1899471988936	Asia/Kolkata	Talipparamba	IN
9237422234923	Asia/Manila	Masbate	PH
6918501256946	Asia/Kolkata	Manjeri	IN
2059484312251	America/Fortaleza	Guaraciaba do Norte	BR
7714445916040	America/Chicago	Lower West Side	US
2195813415306	Asia/Shanghai	Beidao	CN
7271730135833	Asia/Shanghai	Jingzhou	CN
0440940446825	America/New_York	Norwalk	US
5630780424847	Europe/Berlin	Bad Honnef	DE
6518159101461	Asia/Jerusalem	Rahat	IL
8636174252987	Asia/Kolkata	Sojat	IN
4222086425089	Europe/Brussels	Beveren	BE
7240236674276	Africa/Algiers	Cheraga	DZ
7499401031387	Europe/Paris	Lons-le-Saunier	FR
2602846135892	Asia/Bangkok	Bua Yai	TH
3859514059397	Europe/Bratislava	Hlohovec	SK
3329544165608	Asia/Shanghai	Yingkou	CN
1986317692642	Europe/Amsterdam	Hoogezand	NL
1814644701655	Europe/Skopje	Bogovinje	MK
2825049760726	America/New_York	Deltona	US
0081834056180	Asia/Tokyo	Toyokawa	JP
3837734603033	Europe/London	Leyland	GB
1058675481258	America/New_York	Port Richmond	US
6166211022423	America/Lima	Minas de Marcona	PE
7479964887379	Asia/Aden	Ataq	YE
4286909006800	Europe/Istanbul	Aksaray	TR
2312913532997	Asia/Shanghai	Beidao	CN
2445198494824	Asia/Kolkata	Manjeri	IN
8722826217241	America/Detroit	Port Huron	US
1898341580171	Indian/Reunion	Saint-Denis	RE
8311740327619	America/Bahia	Canavieiras	BR
1046749275384	America/New_York	Woodlawn	US
7088333248064	Europe/Paris	Mitry-Mory	FR
6718933414279	Europe/Rome	Villabate	IT
8105504785476	Europe/Moscow	Bogoroditsk	RU
8212546945772	America/Detroit	Waverly	US
4582283479262	Europe/Rome	Gorgonzola	IT
8878744551094	Africa/Algiers	Messaad	DZ
8103321913553	Europe/Kiev	Shepetivka	UA
1857747482762	Asia/Shanghai	Taozhuang	CN
3296584643673	America/Los_Angeles	Watsonville	US
0574362783128	Asia/Kolkata	Malaut	IN
0244954793421	America/Argentina/Cordoba	Esperanza	AR
9099989412059	Asia/Tokyo	Nonoichi	JP
8720950832682	Australia/Brisbane	Maryborough	AU
7349954311736	Pacific/Port_Moresby	Mount Hagen	PG
4270382287320	Asia/Shanghai	Shuangcheng	CN
0979057773857	Africa/Lagos	Igbara-Odo	NG
1463056024939	Europe/Kiev	Hlukhiv	UA
9031651643545	America/Managua	Jinotepe	NI
4605111508337	Africa/Casablanca	Oulmes	MA
9441590478021	Europe/Moscow	Kovylkino	RU
6592885896174	Africa/Johannesburg	Mokopane	ZA
5801908966147	America/Managua	Somoto	NI
0576315139976	Asia/Manila	Pilar	PH
3926155402308	Asia/Kolkata	Amreli	IN
1151808906311	America/New_York	Newburgh	US
6904553722829	Asia/Tokyo	Motomachi	JP
6193828847453	Europe/London	Gainsborough	GB
8403094219167	America/New_York	Brighton Beach	US
3923403302670	America/Bogota	Socorro	CO
4848862219392	Africa/Accra	Tarkwa	GH
3333033157630	Asia/Karachi	Larkana	PK
0044726822218	Europe/Moscow	Severodvinsk	RU
3432224808532	America/Mexico_City	Salvatierra	MX
0827350973408	Europe/Madrid	Caravaca	ES
3632887086319	Europe/Moscow	Krymsk	RU
3824516363667	Europe/Brussels	Mouscron	BE
3023226852342	Europe/Kiev	Nova Kakhovka	UA
2865511584153	Europe/Istanbul	Serinhisar	TR
6428406690757	Asia/Kolkata	Sojat	IN
5098135493465	Asia/Baku	Qazax	AZ
7949493970731	Asia/Karachi	Kot Addu	PK
7238103193005	America/Bahia	Canavieiras	BR
6417708066230	Asia/Makassar	Majene	ID
2340746936415	Europe/Berlin	Bensheim	DE
2792158793924	Asia/Kolkata	Barpeta	IN
7588159777491	Africa/Dar_es_Salaam	Magomeni	TZ
6324505550988	Europe/Madrid	Talavera de la Reina	ES
7282739882192	America/New_York	Lebanon	US
7246741213146	Asia/Kolkata	Dharmapuri	IN
4524655732476	Australia/Melbourne	Carnegie	AU
8254154176438	America/Chicago	New City	US
6705302581748	America/Havana	Varadero	CU
2621480259498	Europe/Berlin	Weimar	DE
1844341833199	Asia/Kolkata	Kashipur	IN
7835592631812	Asia/Aden	Ataq	YE
8085545189900	Asia/Shanghai	Changzhi	CN
6200235410429	Europe/Rome	Campobasso	IT
8151066492086	Asia/Yekaterinburg	Oktyabr’skiy	RU
2479283088223	Asia/Shanghai	Shuangcheng	CN
3283149450685	Asia/Karachi	Tharu Shah	PK
4595085338538	America/Havana	Media Luna	CU
6502791931593	Asia/Seoul	Sinhyeon	KR
0642466269920	America/Managua	Somoto	NI
4522457452585	Asia/Shanghai	Zhoucun	CN
1354352380471	America/New_York	Sicklerville	US
0749481925630	Asia/Manila	Recodo	PH
0076251679043	America/Havana	Jaruco	CU
6377548636171	Africa/Kinshasa	Kasangulu	CD
0746876774989	Asia/Kolkata	Kundla	IN
9181670713863	Africa/Freetown	Freetown	SL
5836755924873	America/New_York	Jersey City	US
8080679236506	Asia/Tokyo	Nonoichi	JP
6847463844826	Asia/Kolkata	Gariadhar	IN
5264029808022	Africa/Douala	Mbalmayo	CM
4789967068242	America/New_York	Toledo	US
7098792502386	Asia/Shanghai	Liaoyang	CN
1794839301306	Asia/Karachi	Hasilpur	PK
4328262197945	Europe/Prague	Karlovy Vary	CZ
1714846201918	America/Bogota	San Carlos	CO
2438351515511	Asia/Hong_Kong	Tsuen Wan	HK
8845845588731	Asia/Kolkata	Kheda	IN
6591147082829	Asia/Kolkata	Bhuban	IN
3442163156809	America/New_York	Woodlawn	US
2624123389842	Europe/Sarajevo	Bijeljina	BA
1312562675022	Europe/Madrid	Gernika-Lumo	ES
7932757351254	Europe/Paris	Herblay	FR
9782756203638	Africa/Brazzaville	Brazzaville	CG
1464576386897	Europe/Berlin	Friedberg	DE
6065205858652	Asia/Yekaterinburg	Saraktash	RU
6485151167149	Europe/Rome	Chiavari	IT
1047593516975	Europe/Warsaw	Zgorzelec	PL
9838083760860	Europe/Berlin	Gauting	DE
7793556817606	America/Sao_Paulo	Palmeira	BR
3233272160098	Europe/Rome	Castelfranco Emilia	IT
1438202463467	Africa/Abidjan	Lakota	CI
6123090652646	America/Chicago	Brenham	US
9434222732530	America/Puerto_Rico	Yauco	PR
9653084882751	Europe/Rome	Francavilla Fontana	IT
2230061136006	America/Chicago	Brentwood Estates	US
3656216624836	Asia/Kolkata	Saharsa	IN
2789679414612	Asia/Manila	Santa Catalina	PH
3985494331496	Europe/Paris	Montpellier	FR
6389849217553	Europe/Istanbul	Bergama	TR
8264949492490	Europe/London	Penzance	GB
2167513043400	Asia/Bangkok	Bua Yai	TH
3658815700546	America/New_York	Harrisburg	US
4192593826023	Asia/Baghdad	Karbala	IQ
9128523377452	America/Chicago	South Lawndale	US
7045652564787	Europe/Lisbon	Paredes	PT
5829006925712	America/Chicago	Searcy	US
5212472589708	Indian/Antananarivo	Antanifotsy	MG
3250558628295	Asia/Taipei	Magong	TW
5650364505397	Europe/Brussels	Gembloux	BE
0052425622343	Europe/London	Belper	GB
2825447703318	America/Mexico_City	Paracho de Verduzco	MX
3060283184269	America/Chicago	Lower West Side	US
3584654860441	America/Phoenix	Scottsdale	US
6125251238386	Asia/Baku	Qazax	AZ
5757072819683	Europe/London	Brierley Hill	GB
5726235154541	Asia/Manila	La Trinidad	PH
1811867388465	Africa/Dar_es_Salaam	Nyangao	TZ
7888571294935	Asia/Tokyo	Hakodate	JP
5203203164875	America/Chicago	Bourbonnais	US
8735493519389	Africa/Nairobi	Busia	KE
4235804835121	Asia/Shanghai	Laiwu	CN
0739997894476	America/New_York	Brighton Beach	US
4636693981560	America/Mexico_City	Guanajuato	MX
0918254115800	Europe/London	Selby	GB
9122013440633	Europe/Istanbul	Mardin	TR
6638636502700	Asia/Dili	Maliana	TL
8056632144706	Asia/Kolkata	Puducherry	IN
5693585087808	Europe/Saratov	Privolzhskiy	RU
8317426044962	America/New_York	Middletown	US
2586468573020	America/Detroit	Port Huron	US
3882138577640	Asia/Kuala_Lumpur	Teluk Intan	MY
3143033205091	America/Caracas	Barinas	VE
6144145693636	Asia/Shanghai	Boli	CN
4011810962651	Europe/Rome	Cordenons	IT
4042014070934	Europe/Podgorica	Budva	ME
8381434576685	Europe/Brussels	Lille	BE
8360797880196	Asia/Jakarta	Wangon	ID
5258774577593	Europe/Paris	Talence	FR
8425407901361	America/Guayaquil	Cuenca	EC
1326973652619	America/New_York	Thomasville	US
1647989217662	Europe/Istanbul	Aksaray	TR
7539541115650	Asia/Kolkata	Puducherry	IN
2435507572770	Europe/Moscow	Kashira	RU
9834332006499	Asia/Kolkata	Pilkhua	IN
1177072836819	America/Chicago	Evergreen Park	US
6335168122238	America/Los_Angeles	North Tustin	US
1328305410034	Asia/Yekaterinburg	Beryozovsky	RU
5604258838375	Asia/Shanghai	Yingkou	CN
3398230080082	Europe/Paris	Marseille 11	FR
7574626375352	Europe/Warsaw	Jaworzno	PL
3145540224770	Africa/Lagos	Biu	NG
0015487226027	America/Toronto	Markham	CA
8137588523934	Africa/Tripoli	Ghat	LY
1626646052648	America/New_York	Pottstown	US
5949362404987	Africa/Algiers	Thenia	DZ
6252242747227	Europe/Rome	Cordenons	IT
6132530896915	Asia/Shanghai	Meizhou	CN
8417223601532	America/New_York	Dumont	US
1868020678222	America/Martinique	Le Robert	MQ
7299623010388	Asia/Ho_Chi_Minh	Sa Dec	VN
2316803602791	Asia/Shanghai	Dongfeng	CN
2594226821191	America/Los_Angeles	Laguna Niguel	US
1574392363344	Europe/Dublin	Athlone	IE
1958992365241	Europe/Paris	Vienne	FR
0081187595169	Africa/Lubumbashi	Beni	CD
3494234023848	Pacific/Auckland	Gisborne	NZ
7409686504865	Europe/Samara	Otradnyy	RU
6871886196606	Africa/Casablanca	Temara	MA
9138434998288	America/New_York	Lebanon	US
1140116389183	America/Los_Angeles	Kent	US
3540352145044	Europe/Moscow	Severodvinsk	RU
9902572319041	Asia/Kolkata	Robertsonpet	IN
9331967031402	Africa/Algiers	Bordj Zemoura	DZ
2551469047115	Europe/Madrid	Amposta	ES
3481712904874	Asia/Kolkata	Talipparamba	IN
8287404181296	Asia/Kolkata	Uran	IN
3883952501316	Europe/Berlin	Verl	DE
8307559336034	Asia/Shanghai	Foshan	CN
0619230142253	Europe/Madrid	Las Gabias	ES
3086164327822	Europe/Rome	Malnate	IT
0361318738550	America/New_York	Malden	US
9232672634776	Asia/Shanghai	Danjiangkou	CN
4056374019410	Asia/Kolkata	Rajaori	IN
1691604067460	Europe/Paris	Mitry-Mory	FR
1570414354666	America/Los_Angeles	Bryn Mawr-Skyway	US
